hiver_2015,hiver_2016,permeabilite_sol,resistance,au_dessus_60e_parallele
-17.78877227,-10.65909012,7.83018211,1.376225513,oui
-17.78865957,-8.989239968,8.298067112,0.355953231,oui
-17.78230688,-5.607159404,11.19367769,1.217904579,oui
-17.76204793,-8.556444006,11.02065769,1.138581828,oui
-17.75657191,-3.245354572,10.76017841,1.251442223,oui
-17.74928525,-4.075372161,7.781305865,-1.405910518,oui
-17.73098876,-11.48406842,9.133115125,-1.405910518,oui
-17.72385249,-10.27629851,8.337511897,-0.481399355,oui
-17.71438658,-11.26904832,9.451515578,-1.02619861,oui
-17.7037128,-8.482022811,9.067258614,0.843858213,oui
-17.69872097,-5.489971094,12.10988219,-0.343824637,oui
-17.69864955,-12.0009027,9.370343176,0.858851062,oui
-17.69852671,-9.669744072,11.01787009,-0.252067502,oui
-17.69439696,-6.905846879,11.83004431,-0.252067502,oui
-17.68714259,-5.664423165,10.01598892,-0.481399355,oui
-17.68620798,-8.691957509,12.35640528,1.017545234,oui
-17.67473362,-1.690739883,7.938866727,-0.499011777,oui
-17.67098572,-8.159228729,10.37651944,-1.408399001,oui
-17.66970981,-7.843418025,11.43826128,-0.090670539,oui
-17.66618019,-7.250817968,11.84591499,1.385650042,oui
-17.66483167,-6.129977364,8.712100933,-1.119742543,oui
-17.66117258,-10.5906636,7.853733475,1.034771586,oui
-17.65632444,-10.44789516,9.053588908,0.264374828,oui
-17.64770585,-15.35790353,10.50713652,-0.977628417,oui
-17.6439965,-6.170581939,14.60517185,-0.848872489,oui
-17.64258381,-7.335703416,10.54292741,-0.813428919,oui
-17.62910174,-7.031043535,9.610545274,-0.481399355,oui
-17.62649934,-10.76971755,9.463896074,1.017545234,oui
-17.62353533,-8.126982644,9.733843197,-1.224219406,oui
-17.62281045,-14.62571404,8.417665665,-0.833780174,oui
-17.62256643,-13.03702185,7.949503268,1.407209885,oui
-17.61829391,-8.945293313,6.988135536,1.153252282,oui
-17.61287206,-16.85654449,8.924581632,1.034771586,oui
-17.6118735,-10.05166539,11.26875648,-0.090670539,oui
-17.59174629,-11.58984032,9.530537025,1.376225513,oui
-17.58933571,-8.497461388,11.40321163,0.66423712,oui
-17.58141197,-9.643301556,7.158574843,-0.959385954,oui
-17.57157161,-8.734468982,7.702007022,0.053166824,oui
-17.56472101,-14.00316203,7.364375304,0.288926378,oui
-17.5501362,-14.35588431,13.92428774,0.680754788,oui
-17.54444084,-17.57569193,7.533132046,1.412383373,oui
-17.54289136,-8.550156144,9.803158062,1.410888853,oui
-17.54165041,-12.05429308,9.439114617,-0.545539798,oui
-17.54155601,-6.107286992,9.581971224,-0.959385954,oui
-17.53786856,-9.142894442,7.260601958,0.533969634,oui
-17.52915918,-12.38632741,11.3418321,-1.104275898,oui
-17.50830375,-4.905294322,9.950960046,1.336031582,oui
-17.49891894,-12.14768027,9.300980562,-0.545539798,oui
-17.49380169,-11.07355841,7.119848558,-0.63085344,oui
-17.49375552,-8.2560241,10.40099849,-0.343824637,oui
-17.47893216,-12.35256254,11.3570093,0.331669106,oui
-17.47673191,-9.346879156,12.25818894,-1.392670117,oui
-17.46469592,-11.79998378,6.395872586,-1.412964675,oui
-17.46296671,-10.07837351,8.236608008,1.311883269,oui
-17.46169179,-9.928342967,10.65365839,1.034771586,oui
-17.46035398,-9.621836775,10.39865881,-0.675262089,oui
-17.45091371,-12.81475239,10.14217676,-1.316506863,oui
-17.43147871,-7.246759086,13.35934601,-1.245562797,oui
-17.43144734,-14.0486784,9.070837475,0.858851062,oui
-17.42731634,-8.934284916,9.502022092,1.217904579,oui
-17.42312114,-16.83023515,11.48461822,0.445923047,oui
-17.42293703,-10.52813155,12.02964657,1.409477773,oui
-17.41761352,-17.34013888,10.16151034,1.217904579,oui
-17.41718479,-10.40745125,12.35028892,-0.134342216,oui
-17.41586201,-5.948502037,11.04197852,-0.833780174,oui
-17.40711383,-12.245109,12.36408141,1.112052784,oui
-17.39701566,-9.648907589,8.578530267,-0.134342216,oui
-17.37111344,-10.13764018,9.933204435,1.127344574,oui
-17.34829579,-9.400885074,8.164130375,-0.457784658,oui
-17.33609366,-6.903608607,7.470035851,-0.522357636,oui
-17.33542819,-0.66937264,12.46686795,-0.457784658,oui
-17.3288968,-12.31033119,10.80809514,-1.104275898,oui
-17.32879664,-9.846338581,6.586766429,-0.481399355,oui
-17.32465657,-13.82978564,7.479544618,-0.959385954,oui
-17.32229175,-14.70383079,13.1475156,0.469610403,oui
-17.3202233,-7.712320824,11.90625542,-1.38309264,oui
-17.31757912,-9.027427343,7.31094249,-1.392670117,oui
-17.31350335,-10.73724268,10.78540324,0.078175099,oui
-17.3114208,-7.709337381,7.538689058,-1.340083615,oui
-17.3036149,-7.177881491,8.835087354,0.307281041,oui
-17.30202909,-14.05958455,11.08391532,0.307281041,oui
-17.29812769,-6.243972386,9.65861889,-0.691700078,oui
-17.29737819,-7.504634218,8.849557414,1.409477773,oui
-17.2951074,-7.403290834,6.024071152,1.336031582,oui
-17.29486485,-3.768315814,8.893331394,1.407209885,oui
-17.28802552,-10.68755004,9.639819634,-0.713427226,oui
-17.2855882,-8.373637837,9.902884156,-0.545539798,oui
-17.2820659,-9.691135862,10.36858182,-1.340083615,oui
-17.27837441,-5.102154463,7.367290234,0.355953231,oui
-17.2781332,-10.64196195,4.488898665,-0.343824637,oui
-17.27692932,-7.619454736,11.41812507,0.843858213,oui
-17.27161041,-11.10867523,11.93781943,-1.008812136,oui
-17.25805172,-8.083384104,10.90553613,1.034771586,oui
-17.25524671,-8.080633137,8.138332558,0.078175099,oui
-17.25446325,-8.542929192,9.957844921,0.331669106,oui
-17.24923835,-13.47778067,12.67476935,-1.104275898,oui
-17.23970516,-10.2992513,10.45861952,-0.319487589,oui
-17.23679897,-8.687140689,7.978275132,1.412383373,oui
-17.21492103,-12.16438384,12.47474418,0.146797988,oui
-17.21140183,-13.5018203,7.549093678,-1.408399001,oui
-17.21086863,-12.0176622,10.0540922,-1.412964675,oui
-17.21052409,-9.638589821,10.73343926,0.445923047,oui
-17.21021722,-12.51601603,8.622504336,-0.134342216,oui
-17.21005561,-11.85104926,13.04460627,-0.109400073,oui
-17.20700264,-13.47762001,9.412648322,-0.653160109,oui
-17.20599153,-13.00234181,13.09681127,-1.388098882,oui
-17.20560895,-6.753901879,11.00952093,0.307281041,oui
-17.19642897,-9.245014764,9.072031187,-0.713427226,oui
-17.1892746,-9.370094706,11.94639597,-0.481399355,oui
-17.17463979,-9.43111034,9.477363417,-1.410446116,oui
-17.17447936,-9.938340676,5.595571818,-1.160452263,oui
-17.16690696,-12.10737837,12.81440407,-0.675262089,oui
-17.16230963,-11.90293932,9.631263563,-0.090670539,oui
-17.16178556,-12.86457473,8.566095201,0.078175099,oui
-17.15265363,-9.41570235,8.931643859,0.307281041,oui
-17.15259105,-13.92482873,11.13243459,0.803157296,oui
-17.14802783,-9.291077034,13.79070116,0.053166824,oui
-17.11266272,-7.520660283,8.743383003,1.381773291,oui
-17.10787954,-12.93361584,12.70691999,1.034771586,oui
-17.10657273,-7.331886465,11.18491243,1.217904579,oui
-17.08923013,-12.08713887,10.06970367,-0.343824637,oui
-17.08453407,-16.53587069,10.11657221,-0.109400073,oui
-17.08201122,-10.47056683,10.98319106,-1.316506863,oui
-17.08138753,-8.779978579,7.444979272,-0.868762346,oui
-17.06842955,-4.891662108,8.143280209,0.642031925,oui
-17.06627491,-10.41059738,9.49981202,0.642031925,oui
-17.06166263,-12.6351475,11.04934543,-0.713427226,oui
-17.04480991,-5.847603878,9.476256107,-0.713427226,oui
-17.04016069,-9.242414607,9.968558768,1.336031582,oui
-17.03886319,-11.51058642,8.605776454,-1.257223602,oui
-17.0375586,-12.80680166,10.36157871,0.331669106,oui
-17.02023446,-9.903029705,8.750640771,1,oui
-17.02009351,-11.10828487,9.550957455,0.823636811,oui
-17.01393756,-11.92190902,14.04208549,-1.307156892,oui
-17.01071525,-10.58076986,11.09776465,-0.675262089,oui
-17.00491423,-10.99126435,9.52660346,1.376225513,oui
-16.99036892,-7.798804291,10.4981348,1.034771586,oui
-16.98583515,-8.185614206,11.77765287,0.49315059,oui
-16.9797395,-13.2553908,9.253452643,0.49315059,oui
-16.97578454,-13.45575321,4.909885572,0.355953231,oui
-16.97574226,-14.58781079,8.528246579,-0.977628417,oui
-16.97199095,-11.77805676,10.01614126,0.66423712,oui
-16.96803484,-12.72483797,12.44088824,-1.160452263,oui
-16.96468126,-9.368721035,9.896604095,1.311883269,oui
-16.95484033,-13.69519603,12.57066858,-1.145961946,oui
-16.95477748,-8.506778826,8.669259185,0.264374828,oui
-16.94769913,-9.886712507,8.73404704,1.407209885,oui
-16.94419697,-13.13799296,11.56814622,-0.653160109,oui
-16.93812318,-11.43184675,11.74406523,-1.145961946,oui
-16.93692067,-13.62640074,11.40497377,1.153252282,oui
-16.93347694,-6.238283026,14.64511686,-0.63085344,oui
-16.93022899,-16.51378821,7.142103894,-1.257223602,oui
-16.93018897,-6.114453507,12.52418431,-1.145961946,oui
-16.9288914,-13.69639812,9.690091954,0.858851062,oui
-16.92429867,-9.010400655,10.41333806,-1.392670117,oui
-16.92312498,-4.654619641,5.869111444,-0.109400073,oui
-16.9195124,-6.896306272,7.150152922,0.264374828,oui
-16.91308926,-13.49837161,9.339236183,0.49315059,oui
-16.90233715,-8.486853245,12.14354714,-1.104275898,oui
-16.90231868,-12.1641514,9.952642611,0.66423712,oui
-16.89727508,-9.204289053,8.400448931,-1.388098882,oui
-16.89360237,-10.41454863,14.10918801,-0.499011777,oui
-16.88552592,-14.95979734,5.567450242,-0.653160109,oui
-16.88063243,-14.72311535,15.62926289,0.510704712,oui
-16.8784407,-13.36797044,3.726669345,-1.257223602,oui
-16.87375605,-13.28181996,15.66215022,0.331669106,oui
-16.87086645,-11.62609064,12.19171852,1.26290648,oui
-16.85869603,-11.56643956,10.34479626,1.370246451,oui
-16.85815462,-9.836756378,9.671342721,1.112052784,oui
-16.85705088,-10.84809073,11.20851837,-0.833780174,oui
-16.85622365,-5.51347484,8.088678694,1.251442223,oui
-16.85150709,-10.14609133,9.503600066,-1.405910518,oui
-16.84982754,-10.76468021,13.71937858,1.385650042,oui
-16.84805191,-8.14504328,7.923450792,-0.888379949,oui
-16.84596374,-9.368305628,9.750043571,0.843858213,oui
-16.83729542,-7.083416513,6.876531441,-0.675262089,oui
-16.83019441,-5.6645839,7.077784428,0.533969634,oui
-16.82901483,-7.56634094,12.53064627,-1.02619861,oui
-16.80696849,-7.371707494,8.200205482,1.407209885,oui
-16.7897049,-7.491143721,9.885419584,1.390438968,oui
-16.78120851,-12.79304986,9.026808837,-0.675262089,oui
-16.78064558,-13.0671505,10.64962478,0.724207381,oui
-16.77793326,-11.20273148,11.77878974,1.251442223,oui
-16.77768428,-8.817722033,10.43634373,-1.411691414,oui
-16.77101283,-12.60615107,10.67338078,-0.481399355,oui
-16.76419467,-4.247019597,11.8992796,1.217904579,oui
-16.75187189,-10.50754458,9.748654318,-0.109400073,oui
-16.7397814,-10.86573679,11.77629317,-1.331874875,oui
-16.73797786,-12.97837215,13.4418008,-1.145961946,oui
-16.73604217,-7.676207279,10.45516344,-0.833780174,oui
-16.73208064,-13.05867055,11.03322691,0.533969634,oui
-16.7248369,-12.51337324,8.624830368,-0.995564509,oui
-16.72451075,-8.405346332,11.91180334,0.307281041,oui
-16.72011704,-14.00015641,9.293168003,-0.545539798,oui
-16.7189052,-12.26196338,9.918507001,-0.343824637,oui
-16.71649158,-8.157439381,11.37458755,1.112052784,oui
-16.71447319,-10.31639847,8.180624061,1.127344574,oui
-16.70173564,-10.27743153,8.626963134,-0.868762346,oui
-16.69629076,-10.95089951,9.091919562,-1.104275898,oui
-16.69410492,-10.86944775,11.89663751,1.26290648,oui
-16.68996159,-9.325951699,12.86811883,-0.499011777,oui
-16.68384768,-9.452495514,11.99211172,0.510704712,oui
-16.68176592,-7.704350703,12.72268153,1.138581828,oui
-16.67517463,-7.340736511,9.682192993,1.370246451,oui
-16.66677339,-8.580086577,10.09787982,-1.388098882,oui
-16.66261025,-9.181795729,8.093262548,0.469610403,oui
-16.66096877,-8.526093508,9.725660018,0.878605566,oui
-16.65581224,-11.97946076,10.8675579,-1.410446116,oui
-16.65397407,-5.496217896,8.065850377,0.49315059,oui
-16.6399855,-10.78683333,11.29789214,0.823636811,oui
-16.63807834,-15.71936966,10.46128889,-1.388098882,oui
-16.63103268,-11.46936495,9.738010956,0.053166824,oui
-16.6268279,-6.307104717,11.52994289,-1.405910518,oui
-16.62199689,-9.929056681,8.611233423,-0.675262089,oui
-16.62032613,-12.59172418,10.05898983,-0.109400073,oui
-16.6175029,-7.054887219,7.571630956,0.823636811,oui
-16.61741121,-11.48371003,9.446113179,0.533969634,oui
-16.61728341,-10.88049127,12.9669809,0.288926378,oui
-16.61539809,-12.18998933,11.93341748,-1.316506863,oui
-16.61085455,-12.04083934,7.544546204,0.288926378,oui
-16.61047944,-7.801763363,8.168559614,-1.23656083,oui
-16.60656244,-12.02445786,8.468827016,0.445923047,oui
-16.60032022,-8.751112016,14.13347152,-1.245562797,oui
-16.59988645,-8.907608521,10.63110519,0.078175099,oui
-16.59810525,-6.825402721,11.14034719,1,oui
-16.58299701,-11.23691733,10.19622803,-1.405910518,oui
-16.58039578,-14.38970434,11.5513524,1.017545234,oui
-16.57738735,-12.86661651,9.448018571,-1.373289779,oui
-16.5672899,-10.86448061,10.694954,-1.412964675,oui
-16.56595646,-9.711343387,12.88404408,0.053166824,oui
-16.56338502,-13.90552413,11.27831299,1.385650042,oui
-16.55902568,-3.748431619,9.996862243,-1.373289779,oui
-16.55538471,-3.146997252,9.381266207,-1.245562797,oui
-16.54577935,-9.326928073,9.835572453,0.724207381,oui
-16.53728466,-9.483865767,12.46719537,-1.38309264,oui
-16.52401501,-14.37597192,9.710207703,-0.276661441,oui
-16.52396153,-8.175142503,7.813019945,-0.848872489,oui
-16.5239466,-5.520722195,6.814985934,-0.545539798,oui
-16.52124825,-10.81677832,10.78689027,-1.388098882,oui
-16.50620997,-3.012437705,8.451953616,-1.02619861,oui
-16.50300326,-9.76613584,11.00309535,0.986635113,oui
-16.49236292,-11.4114414,10.07888957,1.251442223,oui
-16.48882117,-4.763044623,10.2434831,-0.868762346,oui
-16.48037679,-11.34230086,11.37827101,0.264374828,oui
-16.47701495,-10.69274259,8.807784323,0.445923047,oui
-16.46922599,-6.552673647,10.70390115,0.724207381,oui
-16.46450698,-9.297121134,8.633925316,1.112052784,oui
-16.46016492,-13.93918316,9.597907845,-1.02619861,oui
-16.45763088,-3.953933302,7.7108655,1.127344574,oui
-16.45511254,-13.5741721,7.819404598,-0.833780174,oui
-16.44019978,-7.689986327,11.70369276,0.053166824,oui
-16.43669242,-8.033816782,13.21417247,1.409477773,oui
-16.43487235,-8.629874044,12.4379915,-0.252067502,oui
-16.4320195,-10.48042586,7.255908966,-1.340083615,oui
-16.42403261,-15.39908409,10.01139824,-1.02619861,oui
-16.4185768,-13.36555053,9.959222805,1.412383373,oui
-16.40640967,-10.5851444,10.0776663,-0.995564509,oui
-16.39766749,-5.646877105,11.81960786,-0.888379949,oui
-16.39421485,-13.01353676,8.551616045,-1.411691414,oui
-16.38908014,-7.124824176,8.101202436,0.823636811,oui
-16.38497691,-12.0366208,11.89376351,-1.408399001,oui
-16.3760054,-13.71031166,12.48332071,1.230438319,oui
-16.3602693,-9.037172036,11.55528141,-1.410446116,oui
-16.3561208,-12.18347242,11.68376573,0.078175099,oui
-16.34973287,-9.90691614,9.444999048,1.112052784,oui
-16.34922092,-7.028891272,7.172353687,1.390438968,oui
-16.34518825,-11.16342361,13.1250238,0.823636811,oui
-16.34218199,-11.16707106,7.987179086,0.533969634,oui
-16.34201282,-10.12343119,12.12193299,-1.379053425,oui
-16.33779765,-8.417855457,13.34068318,1.153252282,oui
-16.33652193,-3.945404073,12.37674158,0.858851062,oui
-16.33303615,-6.032541076,10.17471393,-1.145961946,oui
-16.3232616,-10.53326178,9.678163931,-0.522357636,oui
-16.31422491,-7.737696584,7.481236278,1.336031582,oui
-16.30661028,-12.17713449,10.77483719,-0.63085344,oui
-16.30639301,-16.11147999,12.18198238,1.311883269,oui
-16.28818022,-14.99408902,10.83155783,-1.307156892,oui
-16.26926389,-10.04489331,9.972842488,-0.134342216,oui
-16.2591879,-7.202517321,8.402977326,1.412383373,oui
-16.25572109,-8.682854645,8.188245627,1.217904579,oui
-16.25173063,-12.27363479,7.067961885,1.327613818,oui
-16.23962266,-9.687197639,15.85481757,0.642031925,oui
-16.23315721,-10.48373963,13.54739313,0.307281041,oui
-16.2084699,-11.53888954,11.43153102,0.469610403,oui
-16.20484086,-13.17891622,5.217222022,1.017545234,oui
-16.19558029,-11.21244279,10.7926792,-0.977628417,oui
-16.18845713,-7.926292829,7.290015017,0.968545127,oui
-16.18384492,-11.47094156,10.63046173,1.327613818,oui
-16.18138378,-8.139265985,8.000589585,-1.316506863,oui
-16.17708398,-8.344436021,10.84308112,0.121875919,oui
-16.1768474,-4.453871969,11.07612777,1.153252282,oui
-16.17391613,-9.148939989,11.42620138,1.034771586,oui
-16.1661232,-12.38996826,4.636600604,1.138581828,oui
-16.15431094,-7.889471074,10.83840177,-0.457784658,oui
-16.15179938,-8.5749277,8.028388291,1.413435276,oui
-16.15011703,-5.423470829,12.12327905,0.053166824,oui
-16.14919132,-8.486198726,11.94836502,-1.316506863,oui
-16.14803384,-7.985512072,8.962748577,1,oui
-16.1450923,-12.22437203,9.649612619,0.355953231,oui
-16.13727955,-5.179062561,11.20026471,0.66423712,oui
-16.12805026,-8.205960246,9.954172836,0.878605566,oui
-16.12128907,-15.50221364,10.84659405,1.127344574,oui
-16.11798324,-13.18202009,13.93909431,0.533969634,oui
-16.11702803,-8.410480365,9.178273811,1.112052784,oui
-16.11259878,-6.560953152,9.84202077,-0.868762346,oui
-16.10739926,-8.585076886,10.23962912,-0.888379949,oui
-16.10385146,-14.56127403,6.059850673,-1.392670117,oui
-16.08894671,-13.44395399,10.73016963,0.533969634,oui
-16.08551521,-9.228074912,10.35660378,-1.331874875,oui
-16.08183655,-11.83517805,7.985401023,-0.713427226,oui
-16.07826211,-14.8032575,10.66739176,0.510704712,oui
-16.07713104,-7.4074603,13.99712007,1.127344574,oui
-16.06877943,-4.35940158,11.29411546,0.533969634,oui
-16.0666931,-7.478470504,8.440366653,-1.412964675,oui
-16.05846994,-1.817409458,9.720098458,-1.224219406,oui
-16.0568119,-12.806196,9.537453732,-1.224219406,oui
-16.05596687,-14.06379931,8.623861757,-0.977628417,oui
-16.05242542,-9.749986355,6.892493073,-0.691700078,oui
-16.04222952,-10.51778171,10.47371032,-0.888379949,oui
-16.03051358,-6.576971839,11.04443188,-0.090670539,oui
-16.02964232,-11.27345745,12.12166469,-1.104275898,oui
-16.0200716,-12.36905244,11.0079566,0.878605566,oui
-16.0144933,-7.864193387,10.42240799,1.017545234,oui
-16.00969409,-15.95836898,8.576759026,-1.160452263,oui
-16.00159898,-8.948160882,8.237058207,0.264374828,oui
-16.00157985,-3.980299498,9.516526259,-0.813428919,oui
-15.99517271,-12.99085025,10.60895218,1.112052784,oui
-15.98874094,-12.00943785,11.0375993,-1.379053425,oui
-15.98753524,-12.5464,12.22464678,-0.995564509,oui
-15.98393619,-12.56988881,12.81811481,0.146797988,oui
-15.98366432,-12.62934976,8.710973159,-1.412964675,oui
-15.98358838,-5.654949798,11.04548462,-1.405910518,oui
-15.97407185,-10.91226591,10.71498107,-0.888379949,oui
-15.9627527,-8.139017351,10.76560809,-0.833780174,oui
-15.96159336,-9.651262374,11.71162355,-0.134342216,oui
-15.95043807,-6.163828142,8.773805601,-1.388098882,oui
-15.95000642,-1.740930236,7.841177901,-1.23656083,oui
-15.93449898,-9.462855062,6.597216523,1.138581828,oui
-15.93339919,-7.321365723,9.10293127,1.413435276,oui
-15.93190566,-10.76716548,9.349729478,0.843858213,oui
-15.93157079,-7.842633919,9.603528522,0.264374828,oui
-15.91432507,-12.338836,10.62547997,1.376225513,oui
-15.90001952,-14.88967,11.39676104,-0.276661441,oui
-15.89301045,-8.461180684,8.887087713,-1.408399001,oui
-15.88589538,-13.57209495,12.98131454,1.251442223,oui
-15.87496328,-11.23853426,10.81307689,1,oui
-15.87475016,-10.77973358,12.75077582,-0.252067502,oui
-15.87450389,-11.07265501,7.81218321,0.121875919,oui
-15.86085245,-5.188664997,7.29384399,0.078175099,oui
-15.83791943,-11.05822484,7.32634933,-0.090670539,oui
-15.8241632,-9.290493992,12.65617928,0.843858213,oui
-15.82355614,-9.113417884,8.97777343,0.445923047,oui
-15.821357,-10.70278886,7.409281605,1.112052784,oui
-15.81862837,-11.5617314,10.9510336,-0.63085344,oui
-15.81086348,-11.84101489,11.64290213,-0.713427226,oui
-15.80813234,-12.27559402,7.199120116,-1.008812136,oui
-15.80125028,-6.289549553,8.259959284,1.217904579,oui
-15.80043386,-11.39561259,13.20198524,-1.38309264,oui
-15.79849421,-12.7055283,12.87799594,0.533969634,oui
-15.79751509,-11.12019633,8.741332092,0.986635113,oui
-15.79463558,-11.75248496,12.85619535,-0.522357636,oui
-15.78176968,-9.719016019,12.29208581,0.146797988,oui
-15.77262372,-9.463417215,12.15472028,-1.373289779,oui
-15.76494779,-11.36502398,6.384176484,-0.065673534,oui
-15.76457246,-11.57545791,10.9364976,0.331669106,oui
-15.76351918,-7.110895796,6.020742401,0.702591175,oui
-15.75784117,-10.31274467,8.782836883,0.642031925,oui
-15.75732792,-11.38462537,12.17920842,-0.959385954,oui
-15.75697682,-9.009500797,7.231789166,-0.499011777,oui
-15.75167323,-11.03253188,13.25203473,-0.813428919,oui
-15.75025852,-9.202834254,11.32921286,1,oui
-15.73621672,-11.53160644,11.26482973,-0.868762346,oui
-15.72604829,-9.43154667,9.553938324,-0.813428919,oui
-15.7237467,-6.43945757,10.23469966,0.307281041,oui
-15.72253912,-9.867904036,12.34237632,-0.065673534,oui
-15.72181655,-13.7368235,10.04383764,-0.457784658,oui
-15.68291348,-9.947244115,11.17144737,-1.307156892,oui
-15.68102562,-11.11433621,9.154742909,-1.340083615,oui
-15.66803375,-16.36548658,10.36189022,-0.065673534,oui
-15.66675851,-6.106530352,10.55198143,-1.257223602,oui
-15.66463663,-8.477636505,11.71338797,0.307281041,oui
-15.66285716,-11.05064669,8.237963155,-1.257223602,oui
-15.62995016,-13.36600138,13.28577698,-1.02619861,oui
-15.62578645,-10.31100127,12.98783561,0.307281041,oui
-15.62135799,-6.365112718,10.81075086,1,oui
-15.61546281,-6.345084131,10.3272612,0.053166824,oui
-15.6125406,-7.645390987,11.62028073,0.355953231,oui
-15.59467708,-6.65516026,8.139510353,1.230438319,oui
-15.58924388,-9.671131261,10.5175707,0.146797988,oui
-15.58471988,-13.15427292,11.46193997,-1.331874875,oui
-15.57916556,-3.89312164,12.34967956,-0.545539798,oui
-15.57574753,-9.479564598,9.490178197,-1.104275898,oui
-15.57021853,-12.07526245,11.17853688,-0.888379949,oui
-15.56329175,-11.42306597,8.703997335,-0.319487589,oui
-15.55547108,-8.246077535,8.256607796,0.078175099,oui
-15.55542354,-7.005218104,7.402182998,1.409477773,oui
-15.55163639,-12.90627043,11.49047082,1.413435276,oui
-15.549459,-6.23994511,10.29458533,-0.833780174,oui
-15.54118389,-11.54848251,9.024053068,-0.675262089,oui
-15.53139253,-9.623846689,10.31486252,-0.109400073,oui
-15.52569222,-10.67613072,8.392645466,-1.38309264,oui
-15.52557638,-12.93275241,11.46714228,1.336031582,oui
-15.52169892,-15.1025053,4.735699147,0.264374828,oui
-15.51841743,-6.185907414,11.86284979,-1.388098882,oui
-15.512455,-10.48676615,10.10737949,-1.412964675,oui
-15.50750868,-6.202574099,8.584432888,1.385650042,oui
-15.50606707,-7.717475507,9.027668309,-0.675262089,oui
-15.50200946,-15.38336111,13.007126,1.26290648,oui
-15.5015246,-8.781649332,9.833730726,0.533969634,oui
-15.49949226,-4.821324365,9.632975687,1.112052784,oui
-15.49196324,-8.074766985,7.848831299,-1.307156892,oui
-15.49073045,-9.52524841,12.45642696,-1.379053425,oui
-15.48373353,-15.62427987,9.719170773,-0.713427226,oui
-15.47658686,-5.155062726,9.776696313,1.410888853,oui
-15.47225981,-9.282849684,10.87816034,-1.245562797,oui
-15.47102338,-8.813368561,14.15573595,0.66423712,oui
-15.467615,-11.37827756,10.44982698,-1.008812136,oui
-15.46343975,-7.8206619,9.634997039,0.445923047,oui
-15.4593089,-6.98081921,10.2992283,-1.412964675,oui
-15.45352815,-8.823626309,11.81429186,0.121875919,oui
-15.44782618,-12.91239862,11.60735453,-0.888379949,oui
-15.44180376,-7.755220877,5.363941707,-0.63085344,oui
-15.4371521,-9.897211233,9.053418378,-0.959385954,oui
-15.43415275,-10.60215927,12.09658538,-0.713427226,oui
-15.43083362,-9.045121938,8.72974513,0.078175099,oui
-15.42141151,-8.363880133,9.098190528,0.288926378,oui
-15.41824901,-14.23954417,11.35008349,1.407209885,oui
-15.4102914,-9.364659975,10.79350684,-0.343824637,oui
-15.40210629,-9.061632046,12.12059149,-1.340083615,oui
-15.3989477,-9.753079696,10.9501764,-1.145961946,oui
-15.39070062,-11.5444359,12.49793629,1.153252282,oui
-15.38499827,-8.36305085,11.18509433,1.230438319,oui
-15.36065226,-9.066775844,11.15170678,-0.653160109,oui
-15.34952801,-16.12587313,8.105759005,0.66423712,oui
-15.34828269,-15.35482934,9.231426955,-0.522357636,oui
-15.34136594,-3.972381017,7.767667992,-1.119742543,oui
-15.33069813,-12.28241377,10.05715265,0.264374828,oui
-15.32953377,-7.673157484,10.87058424,-1.224219406,oui
-15.32324404,-10.42692095,9.539652435,-1.410446116,oui
-15.32037947,-9.678772089,11.45834747,0.858851062,oui
-15.31031787,-12.93797421,11.75303285,-0.868762346,oui
-15.30318065,-7.662348357,8.718872121,-0.713427226,oui
-15.28965319,-6.249686964,12.37395398,0.510704712,oui
-15.28260463,-11.7152343,9.772385308,-0.691700078,oui
-15.26834006,-6.138591624,11.9833351,-0.977628417,oui
-15.26279724,-10.69307868,10.74851641,-1.145961946,oui
-15.2575234,-8.249929729,6.69639692,1.410888853,oui
-15.256086,-7.3779178,11.38565156,-1.245562797,oui
-15.24700118,-9.602605755,8.505891199,-0.109400073,oui
-15.24699018,-6.832401055,10.07506287,-1.379053425,oui
-15.24555838,-10.6626591,10.59230615,-0.481399355,oui
-15.24005335,-11.24303472,11.07913365,-1.379053425,oui
-15.23962953,-2.102665099,12.62291906,0.968545127,oui
-15.23866139,-10.49284254,9.841559202,-1.119742543,oui
-15.2384684,-11.6654451,7.477170837,1.336031582,oui
-15.23067449,-7.406236166,8.84070121,-0.691700078,oui
-15.22926651,-5.620826766,11.87231308,-0.499011777,oui
-15.21553829,-16.05816369,9.925244083,1.376225513,oui
-15.21411702,-15.59531744,10.29876446,0.288926378,oui
-15.2092119,-9.349296695,12.38077519,0.121875919,oui
-15.20741597,-8.493557767,10.78606263,-1.410446116,oui
-15.2062205,-5.574833351,9.898902843,-0.995564509,oui
-15.20414215,-9.567294924,5.532925823,0.146797988,oui
-15.20394695,-10.79571184,10.51804591,1.321027313,oui
-15.19816419,-11.82633757,7.182712832,-0.319487589,oui
-15.18154057,-9.821370716,14.14129318,-0.481399355,oui
-15.175466,-8.538022603,10.34106961,0.078175099,oui
-15.17360999,-6.794930646,10.31703166,0.445923047,oui
-15.16969036,-9.379976335,12.86470367,1.390438968,oui
-15.16729397,-5.548634509,9.780391136,-0.813428919,oui
-15.16581974,-12.92898688,10.23131179,-1.405910518,oui
-15.1633772,-12.07358407,7.63530468,-0.888379949,oui
-15.15750451,-13.67259188,10.88136176,-0.457784658,oui
-15.15151852,-13.67694027,9.086828666,-0.813428919,oui
