;longitude;latitude;altitude;type_habitat
986;-1,440430229;-1,044774488;0;1
3101;-0,725086619;-1,044625498;0;1
2536;0,04345434;-1,043705035;0;1
2569;-0,160867079;-1,042648827;0;1
4835;0,863234964;-1,0420326;20;2
294;-1,922072552;-1,042032373;0;1
5864;1,036602648;-1,041957098;23;1
3951;-0,966204331;-1,041675737;0;1
1577;-1,164073842;-1,040811924;0;1
4273;-0,572785821;-1,04061166;0;1
2568;-1,229124499;-1,03993246;0;1
2710;-1,53981413;-1,037899377;0;1
4253;0,019427735;-1,03621741;0;2
1528;0,71947385;-1,03588482;22;2
5278;1,076850405;-1,034937865;10;2
5013;0,376038684;-1,034373528;0;1
3629;-0,506988917;-1,032331618;0;1
4700;-0,587259406;-1,03111666;0;1
18;-1,216560067;-1,029080828;0;1
3537;-0,131688196;-1,027701076;0;1
1972;0,408595341;-1,025398232;0;1
179;-1,143676212;-1,025186349;0;1
41;1,440881743;-1,024710798;27;2
4869;-1,236901226;-1,024704136;0;1
3551;-0,808410342;-1,024586384;0;1
4249;1,891906656;-1,024251626;23;2
4033;2,034098142;-1,0238462;24;2
2538;1,804398357;-1,023016764;23;1
1122;1,630896764;-1,022578342;13;1
510;-0,158059076;-1,022453919;0;1
1462;-0,96788705;-1,022432036;0;1
1946;0,694121037;-1,02234343;26;1
667;-1,696226854;-1,021642621;0;1
4667;0,521921763;-1,020784349;16;1
844;1,861724192;-1,020399213;9;1
981;-0,339478488;-1,01909066;0;1
2144;0,483457405;-1,018956294;0;1
5247;2,136065315;-1,018944231;8;2
515;1,496976831;-1,018880947;30;2
3286;1,544245844;-1,018098734;15;2
743;0,558647008;-1,01466797;8;2
2654;0,029546714;-1,014338827;0;1
500;1,512801577;-1,014049664;24;1
1461;1,1551005;-1,013243927;26;1
5592;-1,397988351;-1,012885522;0;1
5343;1,718678389;-1,012835353;18;2
5251;-0,584984725;-1,012267972;0;1
5489;0,131986176;-1,011833216;0;1
5916;-1,899253595;-1,009444922;0;1
4931;1,92409545;-1,008532723;9;1
3351;-2,117282562;-1,007755684;0;1
4429;-1,274439875;-1,00694695;0;1
3923;0,787718005;-1,00636319;19;1
373;0,733148833;-1,005789903;25;2
5681;-1,554601656;-1,005157312;0;1
2772;-0,746748555;-1,00512192;0;1
406;0,24560223;-1,004918545;0;1
1452;-1,274663683;-1,003195621;0;1
3654;-1,413714567;-1,00318192;0;1
4292;0,527159031;-1,002540697;22;2
4281;-1,548484968;-1,002369196;0;1
3353;-1,769120868;-1,001864147;0;1
5918;-1,642815924;-1,001767805;0;1
499;-1,07357769;-1,001765534;0;1
761;-1,207119331;-1,001680062;0;1
4645;-1,477777046;-1,001641097;0;1
5196;1,046690582;-1,000547764;24;2
2234;0,206313902;-0,998960763;0;2
2804;1,644889915;-0,99859023;23;2
695;-1,670687118;-0,998264166;0;1
4152;-0,851407633;-0,998186566;0;1
3840;1,43442942;-0,997602061;8;1
4359;-1,86541386;-0,997583389;0;1
1427;-0,306865879;-0,996547778;0;1
1798;0,860941803;-0,995985688;21;2
2685;1,385125293;-0,995696589;9;2
2649;0,605276962;-0,995103768;20;1
5638;1,645686003;-0,994104233;14;2
511;-0,493618443;-0,992532295;0;1
3606;1,275588492;-0,992060686;25;2
389;-0,402333782;-0,991388481;0;1
2259;2,006574739;-0,991200644;23;1
463;-0,958594341;-0,990155277;0;1
3586;-0,527936209;-0,989512447;0;1
5660;-0,255940348;-0,989351887;0;1
1513;-0,485749623;-0,988693434;0;1
2464;1,799565221;-0,988245125;9;2
5803;-0,679944585;-0,986843603;0;1
5320;1,646662306;-0,986268962;19;2
4974;1,297508501;-0,986141375;23;2
2208;-0,970446898;-0,986071156;0;1
3364;-1,744443062;-0,986013492;0;1
5129;-2,058284327;-0,985804894;0;1
5318;0,968051691;-0,985727541;12;1
4078;1,503476298;-0,985301931;9;1
4318;-0,690515539;-0,985170279;0;1
4475;-1,557714102;-0,984069947;0;1
3962;-0,499883516;-0,982763737;0;1
329;-1,455772761;-0,981283452;0;1
4582;1,360216946;-0,981246696;20;2
1947;-0,690103932;-0,980759122;0;1
3851;-0,130783224;-0,980491147;0;1
4416;0,989360131;-0,979781332;11;1
2533;2,037042148;-0,979636315;25;2
952;0,70496816;-0,979189714;29;2
5152;-1,058282705;-0,978708998;0;1
3180;1,191172821;-0,978306578;16;2
1018;-0,228143018;-0,977913704;0;1
2473;0,832322448;-0,977819228;24;1
573;1,311890969;-0,977816401;18;1
5859;-1,960910038;-0,976271712;0;1
3583;1,869337207;-0,976098547;10;2
3237;-1,587619622;-0,975935532;0;1
4787;-0,509151728;-0,975776377;0;1
2432;-0,017510901;-0,973790547;0;1
4548;-1,473751832;-0,973428234;0;1
374;0,829642744;-0,973012361;26;1
5583;-1,178129411;-0,972805264;0;1
184;0,707501239;-0,972748268;27;2
5602;0,007003676;-0,972151993;0;1
4988;0,114030415;-0,971889386;0;1
2972;-1,122259096;-0,971792123;0;1
3897;1,073564039;-0,970767801;8;2
1860;0,796849544;-0,968170654;14;2
186;-1,609356353;-0,968133158;0;1
2594;1,796458631;-0,967911571;14;2
1817;1,10636548;-0,967602127;19;2
1837;0,939425432;-0,967547526;18;1
5662;-1,141359339;-0,964384333;0;1
5873;-0,534703908;-0,964294334;0;1
4725;1,05761436;-0,964212376;23;1
3572;-0,084790025;-0,963940495;0;1
2781;0,841586996;-0,963566415;23;2
2337;-0,826623412;-0,962280308;0;1
202;-0,68148337;-0,961419999;0;1
5030;0,537466009;-0,961334356;19;1
3145;1,342060362;-0,960620627;17;2
4381;-0,651795256;-0,958884438;0;1
2978;0,835334998;-0,957799861;13;1
3304;1,025471387;-0,955903461;17;2
1083;-0,91202357;-0,955436877;0;1
5677;-1,751254432;-0,955127405;0;1
5066;0,75589258;-0,954698469;25;2
3280;-0,463180502;-0,954640442;0;1
3429;1,225186472;-0,952314368;12;1
662;-1,017556838;-0,95230961;0;1
5793;-1,079811651;-0,952175208;0;1
2880;-0,723592553;-0,950821078;0;1
3817;1,039290744;-0,950734977;21;1
1883;-0,44660721;-0,950208787;0;1
5556;0,00628357;-0,949666571;0;2
4352;0,326580193;-0,948053207;0;2
1629;1,197869341;-0,947663905;28;1
1545;-1,258981068;-0,945989703;0;1
4496;1,400368065;-0,945350275;10;1
5582;-0,473486591;-0,945127735;0;1
1380;1,575000925;-0,943895338;20;1
2374;0,304894272;-0,943295935;0;2
5476;0,029742705;-0,942730193;0;1
2205;-1,574744791;-0,942678672;0;1
2194;1,518217215;-0,942628997;27;1
5742;-1,376268924;-0,942366096;0;1
4073;-0,72208234;-0,940542138;0;1
1123;0,705015095;-0,938930436;23;1
4499;0,750844623;-0,938747421;29;1
1444;-1,733717609;-0,938427156;0;1
4044;1,710166797;-0,93836685;28;1
2680;1,786668106;-0,938288159;15;1
4987;-1,924458796;-0,937895507;0;1
798;-0,432308614;-0,937850434;0;1
673;0,64545899;-0,936532711;8;2
1086;-1,589116835;-0,936463764;0;1
4853;-1,087745316;-0,935679568;0;1
281;-0,002881856;-0,935492027;0;2
2327;0,305692185;-0,935003738;0;1
4693;-1,690002775;-0,933775869;0;1
559;-0,167328487;-0,933326018;0;1
269;-1,874061406;-0,932810864;0;1
5895;0,385707331;-0,932774679;0;2
2264;-2,026597029;-0,932742301;0;1
5926;-1,859779441;-0,932041106;0;1
2074;1,711102403;-0,931040721;12;1
5720;-1,554669838;-0,93100797;0;1
1675;0,728412115;-0,930855271;22;1
2004;-1,477986929;-0,928653934;0;1
5991;-0,686984342;-0,927538663;0;1
4560;0,76518027;-0,927409303;23;2
5359;-0,802518489;-0,927160899;0;1
1162;-1,886618478;-0,927040417;0;1
3360;0,174158595;-0,92676165;0;1
3131;-0,397595813;-0,925654573;0;1
2123;0,099522454;-0,924417447;0;1
861;-0,44507248;-0,923214595;0;1
1861;1,325555049;-0,923138139;10;2
5084;-0,313290653;-0,923073572;0;1
4539;-0,682865686;-0,922851359;0;1
5716;0,787127345;-0,922530766;16;2
4040;0,518749754;-0,920978084;12;1
607;-0,461937;-0,919628057;0;1
4163;0,429506119;-0,918913493;0;2
5620;1,719309227;-0,91889693;8;1
3418;-1,613637573;-0,918826893;0;1
1959;-0,325444257;-0,918408445;0;1
3754;0,758848799;-0,917728403;29;2
4770;1,76565471;-0,917578475;21;2
3498;-0,18891557;-0,917217359;0;1
4162;-1,596961477;-0,91544979;0;1
1337;1,690384148;-0,915200243;8;2
605;-1,47675294;-0,914288158;0;1
1458;1,91544543;-0,913639419;14;2
1871;-1,307348337;-0,913484211;0;1
57;0,492627761;-0,911719926;0;2
1487;1,406599933;-0,911458418;23;2
4148;-0,568887895;-0,911114282;0;1
5385;-1,121218114;-0,91080374;0;1
3291;-1,340236609;-0,910781822;0;1
125;0,863945853;-0,910619986;18;2
5290;-1,496813148;-0,910093426;0;1
2481;0,857376552;-0,909999632;15;2
2328;0,78081776;-0,909494906;28;1
5383;1,911760908;-0,908960278;11;1
825;1,508744168;-0,906881565;13;2
2748;1,579691643;-0,906583824;25;1
1025;-1,178395945;-0,905880798;0;1
143;1,121516573;-0,905813119;11;1
2396;0,29559723;-0,905021269;0;2
4874;-0,277243558;-0,90357664;0;1
2311;-0,371612421;-0,902148601;0;1
4206;0,990530569;-0,902140778;28;2
3233;-0,494097959;-0,90173469;0;1
3419;0,527342964;-0,900448835;28;2
5862;-1,249111961;-0,900317345;0;1
3613;0,634407613;-0,89953004;24;2
2028;-0,625210176;-0,898770069;0;1
5617;1,575039139;-0,898299643;29;1
2821;0,57686144;-0,898130029;30;2
2603;0,866729364;-0,897494751;13;2
5216;-1,468246154;-0,897415445;0;1
3333;-1,594111026;-0,896647017;0;1
1718;1,878560424;-0,895937944;18;1
4839;-0,417324497;-0,894660622;0;1
5723;1,351498286;-0,893590133;8;1
2517;1,924558699;-0,891975285;11;1
2375;-0,028567486;-0,890454619;0;1
5309;-1,38551177;-0,89038253;0;1
5073;-1,379980951;-0,890327639;0;1
5178;0,242219332;-0,889708987;0;2
874;0,594522931;-0,888887991;27;2
3424;0,280720037;-0,887566099;0;2
3346;0,192486969;-0,886558006;0;2
2902;-0,491959777;-0,886411022;0;1
270;-1,924077867;-0,886251409;0;1
1166;-1,199772665;-0,885846637;0;1
2080;0,542739669;-0,884062823;13;2
5563;-1,6176815;-0,883848393;0;1
796;-1,253081552;-0,883741358;0;1
4528;-0,715343506;-0,8826829;0;1
4380;0,732036154;-0,882646777;17;2
1775;-0,542950478;-0,881686422;0;1
5863;-1,165387339;-0,881681176;0;1
3246;0,791829286;-0,880933399;9;2
3441;0,501469636;-0,880304661;16;1
5460;-0,603002584;-0,880234091;0;1
2514;-0,265958453;-0,879871446;0;1
5964;-1,432100112;-0,879743774;0;1
397;-1,764754766;-0,879379455;0;1
5083;-0,104464162;-0,879254047;0;1
1557;0,814297733;-0,878521799;12;2
562;-0,340927132;-0,878394758;0;1
3266;1,624204224;-0,877963673;25;1
51;0,299497634;-0,877133119;0;2
1942;-0,584890511;-0,876953677;0;1
4601;1,325847268;-0,87526213;21;1
3182;-0,528945773;-0,87496805;0;1
1069;1,785631819;-0,874341481;25;1
1662;0,769737261;-0,873635064;9;2
1371;0,07751342;-0,873224917;0;2
68;-0,426412766;-0,872973397;0;1
594;-0,172658473;-0,872396253;0;1
4197;-1,74026309;-0,872335523;0;1
2510;1,133618323;-0,870694804;9;1
427;1,069033638;-0,870473919;8;1
1690;-2,022781142;-0,869758374;0;1
847;-1,154950202;-0,869481161;0;1
195;-1,309711745;-0,869202518;0;1
5224;-1,820945911;-0,868476854;0;1
1368;-0,133212102;-0,865427328;0;1
5040;-1,505460612;-0,864261445;0;1
122;1,662772244;-0,863931488;26;1
3321;1,002536145;-0,863331759;20;1
524;-1,937469988;-0,863020303;0;1
1106;-0,922532169;-0,86191452;0;1
4331;1,056539091;-0,861080535;11;1
250;-1,885927177;-0,86052493;0;1
4066;0,955159529;-0,860388007;30;2
4011;-0,059800833;-0,859857593;0;1
750;0,822395973;-0,859753594;25;2
2495;1,531903189;-0,859059774;10;1
5776;-1,206182169;-0,858759472;0;1
3036;-1,912649607;-0,858634737;0;1
394;1,896359888;-0,858457443;24;1
5593;0,347534351;-0,85744226;0;2
1988;-1,395588739;-0,857066848;0;1
895;0,885408799;-0,854659972;26;2
565;-1,351984646;-0,852615678;0;1
3665;1,462558357;-0,852408446;19;1
1257;-0,667975552;-0,852089037;0;1
5395;-0,178477285;-0,851798831;0;1
3379;-2,135985434;-0,851447651;0;1
1792;-0,360538507;-0,851216163;0;1
1169;0,495344531;-0,850334733;0;2
3009;1,976783961;-0,849906754;20;1
1465;0,032903394;-0,848548388;0;1
1530;1,112423229;-0,848525401;20;1
2296;1,782285857;-0,847646143;22;1
1348;0,348032458;-0,846938512;0;2
730;-1,686433002;-0,845509568;0;1
4288;0,999022215;-0,844441972;20;2
1256;0,060062552;-0,844378902;0;2
2545;-0,775646143;-0,84319701;0;1
2558;0,989064893;-0,843058387;10;2
1697;0,143148476;-0,842786986;0;2
5541;-0,004859494;-0,841624907;0;1
646;0,211177257;-0,840716701;0;2
4628;-0,605057471;-0,84062733;0;1
5591;0,316582023;-0,839851844;0;2
1812;0,170011994;-0,838500507;0;2
5846;0,360512917;-0,838372016;0;2
5814;-1,75871231;-0,838056726;0;1
3649;0,218010421;-0,836240856;0;2
5977;1,805662325;-0,836188263;16;2
1231;0,654081599;-0,836111264;29;2
2941;-0,674783837;-0,835005173;0;1
2463;-1,960333337;-0,834736019;0;1
1934;1,515729582;-0,83433217;11;1
259;-0,587506227;-0,83356483;0;1
4507;0,819953086;-0,832445426;8;2
3053;1,628999639;-0,831324706;26;1
4138;-0,427007376;-0,830778418;0;1
5543;-0,990880244;-0,830457487;0;1
4629;-0,084968446;-0,830334697;0;2
2570;-0,584522379;-0,828778424;0;1
2806;1,733593352;-0,828401692;11;1
5228;-1,195957233;-0,82832754;0;1
726;1,312821128;-0,828234985;11;1
846;1,26127033;-0,827431969;11;1
2659;-1,931990448;-0,827256576;0;1
4994;0,173401618;-0,825533162;0;2
4144;0,169194102;-0,825201835;0;2
245;-0,729138533;-0,825135708;0;1
2387;1,454774685;-0,823208929;15;1
2226;-1,769029504;-0,822331496;0;1
536;-1,624031926;-0,82093966;0;1
1886;0,89065276;-0,820477366;26;2
995;-1,958688854;-0,818170195;0;1
4042;0,228815801;-0,817279709;0;2
2245;-0,202413204;-0,816926605;0;1
3557;-0,984954983;-0,816868964;0;1
5786;-0,989297656;-0,816452549;0;1
42;-1,168979339;-0,815639274;0;1
1712;-1,884405226;-0,814895753;0;1
3562;0,326867518;-0,814875152;0;2
3593;-0,804410513;-0,814416269;0;1
1433;1,510511335;-0,814371485;17;1
4575;1,007695727;-0,812420173;19;2
4807;-0,970820724;-0,812177081;0;1
1617;0,514745856;-0,811774442;22;2
3223;-0,010212353;-0,810504584;0;2
1588;-0,306164055;-0,808870838;0;1
2018;-1,655952138;-0,806442196;0;1
2910;1,664133256;-0,806359912;17;1
3605;1,53432844;-0,8059952;24;1
2776;1,868335439;-0,805988733;25;1
4849;1,537394908;-0,805923629;29;1
3112;-1,951473632;-0,80525144;0;1
1784;-1,889359057;-0,804849001;0;1
2668;-1,458634672;-0,804639868;0;1
1255;-0,243821335;-0,802549901;0;1
3873;-0,049330103;-0,799058785;0;1
1203;1,995588215;-0,798942918;10;1
5626;-0,052958962;-0,798616387;0;1
1920;1,649269529;-0,797270751;28;1
1316;-1,17767083;-0,796179813;0;1
728;0,18435664;-0,795497367;0;2
5034;-1,94046789;-0,793529818;0;1
533;0,370863804;-0,79352006;0;2
4463;-0,302920996;-0,792851556;0;1
934;0,821728505;-0,792767879;24;2
3368;0,787340316;-0,789621478;13;2
1241;-0,386349115;-0,78920776;0;1
5857;0,83956014;-0,789026874;8;2
4502;1,339488999;-0,788656097;29;1
2722;1,076670439;-0,788481906;22;2
3988;-1,573850686;-0,788244092;0;1
4583;1,683862641;-0,787202545;10;1
4656;0,109990959;-0,787080845;0;2
1147;0,822872964;-0,787049335;18;2
3187;-2,030770481;-0,786836968;0;1
5313;1,308126684;-0,786591331;11;1
4323;-0,260080431;-0,785322458;0;1
449;-0,399761839;-0,78513375;0;1
5893;0,039124452;-0,785024641;0;2
5031;1,338430602;-0,783905305;29;1
4848;-0,058139273;-0,783048664;0;1
2794;-1,675692179;-0,780555529;0;1
5748;-0,124372138;-0,779899031;0;1
4049;1,898633748;-0,777926407;15;1
713;-0,035666223;-0,777733032;0;2
957;-1,857353108;-0,776099826;0;1
5292;-1,10643271;-0,774560924;0;1
2497;1,894227999;-0,773822482;21;1
4265;2,102988103;-0,773345696;18;1
2401;1,161781125;-0,773021168;21;1
806;0,699471768;-0,772999629;30;2
1780;1,26644632;-0,772461483;19;1
5263;-0,221103333;-0,770959383;0;1
1940;-1,476054207;-0,770939985;0;1
1306;-1,712411891;-0,77087176;0;1
3027;0,184132136;-0,770244113;0;2
1904;0,935710617;-0,770115375;18;2
5162;-0,798995622;-0,769911529;0;1
5402;1,230100821;-0,769813164;15;1
1637;0,155621396;-0,769804223;0;2
4646;-0,298520626;-0,769097815;0;1
3479;-0,903525563;-0,767881443;0;1
1677;-1,101639971;-0,767841682;0;1
1483;-0,79609686;-0,767680825;0;1
1074;-0,296556035;-0,767166842;0;1
1676;0,518553706;-0,766145235;25;2
2740;-0,307719255;-0,766013982;0;1
455;0,457652525;-0,76502839;0;2
993;0,269532057;-0,764435792;0;2
2280;1,606120597;-0,764214368;26;1
2241;1,554802276;-0,763904638;27;1
4176;-1,02527099;-0,763462793;0;1
2475;-0,827470797;-0,763438837;0;1
16;1,266870172;-0,763392635;18;1
5590;0,488897134;-0,763331578;0;2
5211;0,488096522;-0,762801836;0;2
5120;-0,597524989;-0,761548404;0;1
753;0,998663197;-0,761457668;14;1
338;-1,844106616;-0,759550467;0;1
1619;0,042191276;-0,759181117;0;2
3969;-0,672734331;-0,759124652;0;1
5490;-0,210984524;-0,759026491;0;1
5369;1,164042276;-0,759001977;9;1
5663;-1,721851739;-0,757841285;0;1
3103;1,028767445;-0,757340911;30;2
4788;0,323293409;-0,75650986;0;2
3768;0,715882825;-0,755928779;13;2
3096;-1,30628122;-0,755222901;0;1
634;0,803265617;-0,753912706;19;2
4400;-1,697590111;-0,753663244;0;1
405;-1,208463425;-0,753252662;0;1
1658;-1,647430784;-0,753141929;0;1
3978;-0,793835544;-0,752238763;0;1
4000;0,806537068;-0,750790915;12;2
2388;0,109649547;-0,748483484;0;2
5133;-1,798529319;-0,745840758;0;1
1059;-0,849039666;-0,745098137;0;1
5649;-0,456206591;-0,744378913;0;1
2299;1,061729717;-0,742768427;10;2
3870;-2,096563715;-0,742670389;0;1
3407;-2,031553805;-0,741622406;0;1
3604;-0,6043574;-0,741091329;0;1
3718;-0,869920765;-0,740745406;0;1
4462;-0,938644701;-0,740583821;0;1
1290;1,183360635;-0,740470827;22;1
4509;0,795279261;-0,740421235;17;2
3843;-1,5499099;-0,7402568;0;1
4824;1,051469237;-0,740187344;13;2
4102;1,732497403;-0,739053618;23;1
542;-1,535236196;-0,737912628;0;1
1796;-0,193085646;-0,737748101;0;1
1113;1,903043021;-0,735554125;8;1
4345;-0,422175038;-0,732945027;0;1
3510;-0,696557135;-0,732811876;0;1
5870;-0,368287527;-0,732191769;0;1
509;1,229153398;-0,730625326;26;1
3898;-0,678229168;-0,73005829;0;1
1067;-1,230126344;-0,728970639;0;1
2556;0,327741824;-0,727933717;0;2
3401;-1,057193917;-0,727651558;0;1
5603;-1,524469228;-0,727649589;0;1
2380;0,398299854;-0,727575446;0;2
489;1,573609773;-0,726538225;29;1
3600;1,746022014;-0,726536843;17;1
1908;-1,031596931;-0,726269009;0;1
3077;1,41623815;-0,725258223;14;1
5140;0,651831332;-0,724664428;30;2
5295;0,059642756;-0,724293696;0;2
1688;1,776206492;-0,72296842;25;1
3080;0,081517435;-0,722830918;0;1
812;1,240762397;-0,722519176;20;1
4870;-1,349600021;-0,72240038;0;1
4395;1,336473364;-0,722293855;15;1
2369;-1,833948604;-0,722272914;0;1
5465;-0,110857926;-0,721863921;0;2
168;-1,776710289;-0,721714728;0;1
4814;-0,790806508;-0,721130445;0;1
5554;1,733093376;-0,72057173;13;1
3122;-1,142057627;-0,719277622;0;1
5705;-0,298720976;-0,719142089;0;1
85;1,791400442;-0,718666423;8;1
5935;-0,113632584;-0,718650293;0;2
2160;0,286553051;-0,717770344;0;2
5642;-0,806115855;-0,716715328;0;1
4635;0,858370664;-0,716595733;15;1
2652;-1,727795059;-0,713858885;0;1
1569;1,728266857;-0,712720987;23;1
399;1,441513914;-0,712655728;16;1
2279;0,4697928;-0,712640353;0;2
387;0,712234087;-0,712125793;14;2
5836;-0,701761646;-0,71134812;0;1
2148;-0,119529567;-0,710972841;0;1
1399;0,165609265;-0,710750198;0;2
2382;1,818896341;-0,710593914;15;1
5382;-1,209400254;-0,710396182;0;1
4280;-1,759068482;-0,707751443;0;1
385;-0,158964274;-0,707505853;0;1
4886;1,810725689;-0,707450825;20;1
5512;1,065374139;-0,707152709;8;1
4133;-1,503487958;-0,706254573;0;1
1207;0,517752557;-0,704462955;29;2
3814;-0,486884109;-0,702831748;0;1
4817;0,327868875;-0,702709547;0;2
1497;-1,576775007;-0,702127079;0;1
497;-0,693077613;-0,702033948;0;1
5539;-1,193975512;-0,701457693;0;1
2055;1,725475362;-0,701366068;17;1
1995;-0,924635696;-0,700861848;0;1
3146;-0,649075532;-0,700186187;0;1
670;1,339566662;-0,69971371;11;1
5529;1,901840613;-0,699601514;17;1
545;-0,868536469;-0,699543726;0;1
556;-0,012228899;-0,699060788;0;1
1336;0,133528616;-0,69831984;0;2
5168;0,801242669;-0,696355352;14;2
2149;-0,108363505;-0,696099192;0;1
2132;1,594184666;-0,695582681;14;1
2888;-1,309468583;-0,694642157;0;1
5595;-0,842616249;-0,693543141;0;1
1325;-1,628398823;-0,691542577;0;1
5764;-1,925208943;-0,690937902;0;1
244;-0,720687625;-0,690937535;0;1
60;-0,263062213;-0,690612857;0;1
885;0,386717511;-0,690072516;0;2
2704;-0,669565787;-0,690039283;0;1
1322;0,863621201;-0,689749101;19;2
5756;-2,006267463;-0,689432587;0;1
724;0,924399737;-0,689294859;25;2
1875;-0,60911351;-0,689007936;0;1
5043;1,815482958;-0,688167494;23;1
1554;1,820040183;-0,683758127;26;1
2211;-0,151129246;-0,683445439;0;1
2799;-0,778050682;-0,683119651;0;1
3832;-1,718587815;-0,682734552;0;1
1243;-1,293023685;-0,682647705;0;1
2324;0,986278832;-0,682097019;10;1
4537;1,02432132;-0,68202666;28;1
2909;-1,19805595;-0,677416556;0;1
2472;0,248562426;-0,67541945;0;2
1953;-0,846753534;-0,675267018;0;1
4437;-1,271233469;-0,674899018;0;1
610;1,098912763;-0,674858951;15;1
5436;0,984247498;-0,674713895;13;2
1805;1,152604418;-0,674519249;28;1
4783;0,416735519;-0,674156752;0;2
2791;-1,913829123;-0,673367338;0;1
3529;-1,764470615;-0,67294513;0;1
115;-1,694196141;-0,672371703;0;1
4211;0,232138731;-0,670900079;0;2
5669;-0,834576038;-0,670877878;0;1
1189;1,28211595;-0,670862561;29;1
4949;0,876621503;-0,670759106;24;2
1509;-1,189144774;-0,670564693;0;1
3801;-0,32201156;-0,670560781;0;1
912;-0,661990219;-0,67021487;0;1
3294;1,197181729;-0,669682316;26;1
5691;1,780078813;-0,669188065;9;1
1901;0,37813583;-0,668443717;0;2
1077;-0,78129798;-0,668425566;0;1
5397;1,596952907;-0,667533287;26;1
3040;1,278822271;-0,667454057;16;1
1479;-1,223671405;-0,666519593;0;1
3235;0,358288489;-0,664135324;0;2
1927;1,797072091;-0,664096829;11;1
1251;0,911409404;-0,663934246;11;2
2485;0,259821074;-0,661920487;0;2
4269;1,711173664;-0,661750289;30;1
2030;-1,714932161;-0,66067419;0;1
2778;1,057991767;-0,660225823;13;1
2641;-0,622107965;-0,6557911;0;1
971;1,27477477;-0,654726449;29;1
4586;-1,269714987;-0,654482387;0;1
905;-1,273820332;-0,653576018;0;1
1061;-0,45851014;-0,653203838;0;1
5396;0,811861258;-0,652874588;27;2
574;-1,1550991;-0,652199267;0;1
3217;-1,16280154;-0,65198287;0;1
4685;-0,591105595;-0,650608768;0;1
909;-0,064530323;-0,6502113;0;1
4457;-0,184307308;-0,649310969;0;1
6;-1,172180812;-0,646502925;0;1
5915;-0,214489394;-0,643660671;0;1
2112;-0,200688683;-0,640912956;0;2
1567;0,42467423;-0,640862689;0;2
285;1,315733364;-0,639874525;14;1
5102;1,526630958;-0,639645915;12;1
5680;-1,899472118;-0,63932986;0;1
2197;-0,26666537;-0,638926971;0;1
3540;1,154253765;-0,636383154;16;1
2001;-0,996816381;-0,636288113;0;1
1506;1,472868591;-0,63614728;29;1
3563;0,472644486;-0,635906071;0;2
428;1,975602967;-0,634743147;22;1
982;1,084502613;-0,631936737;10;1
5190;-1,649465877;-0,631244904;0;1
5147;1,026635218;-0,630848286;26;1
920;-0,169231414;-0,63058558;0;1
5571;-1,325638553;-0,630493844;0;1
1149;-0,402902832;-0,62809769;0;1
2269;-1,732973191;-0,627370991;0;1
2118;0,082185117;-0,62730484;0;2
1586;0,764130589;-0,625798479;24;2
3468;0,955247158;-0,625634869;17;2
1834;-1,489239074;-0,62411652;0;1
2414;1,226082819;-0,623836791;26;1
2887;-1,274779564;-0,623301145;0;1
3281;-1,846467302;-0,622087701;0;1
2862;-0,482750167;-0,622071487;0;1
5345;1,240200078;-0,621518496;23;1
1072;0,169041772;-0,620022857;0;2
2684;0,895476296;-0,618693314;20;2
936;-1,628583742;-0,618392555;0;1
4855;0,594181144;-0,617989767;19;2
2995;0,803134887;-0,614772727;24;2
628;0,884982314;-0,614542003;25;1
264;-1,87849878;-0,613605641;0;1
3899;1,26858092;-0,61344857;22;1
2397;1,450482654;-0,61312366;16;1
4478;-0,101377755;-0,612663004;0;1
2407;1,654024527;-0,612229648;17;1
119;0,576793363;-0,611879624;16;2
784;1,750130534;-0,61125478;13;1
492;-0,653990799;-0,610210506;0;1
1326;2,045068;-0,60953876;8;1
1905;1,476459716;-0,607296348;25;1
5599;1,881499268;-0,607179114;19;1
5929;0,335132642;-0,606834006;0;2
4571;-1,330060778;-0,606719195;0;1
1872;-0,968856333;-0,606100509;0;1
2522;-0,508274332;-0,605977156;0;1
4490;0,327729838;-0,605546077;0;2
3311;-0,741691099;-0,604764876;0;1
5016;-0,754336858;-0,60469712;0;1
5050;1,698086572;-0,604668002;29;1
4606;-0,394133385;-0,603081494;0;1
671;-1,789252953;-0,600880351;0;1
5768;-1,778525443;-0,599826549;0;1
5825;0,499236867;-0,598894207;17;2
2443;-0,108003658;-0,598511227;0;1
1424;0,131983442;-0,598407635;0;2
4120;0,248871657;-0,597320302;0;2
4784;-0,972983325;-0,596494045;0;1
4383;-1,065663869;-0,595453301;0;1
4621;-1,929648015;-0,594980011;0;1
2302;0,363904213;-0,594838319;0;2
3878;1,923529483;-0,594707118;10;1
3456;1,130054642;-0,594577712;30;1
2460;1,422290783;-0,593761345;14;1
1576;0,507523448;-0,59333752;14;2
1419;0,021371281;-0,593312081;0;1
1054;-1,497401272;-0,593166572;0;1
1581;0,154635188;-0,593025742;0;2
3650;-0,884885524;-0,590688662;0;1
1089;-1,295647068;-0,590464604;0;1
5376;1,742574647;-0,589823807;22;1
2761;0,979535925;-0,589750724;16;2
1099;-1,749896865;-0,58949797;0;1
4517;0,020050614;-0,586211953;0;2
3925;0,228442108;-0,585551972;0;2
5601;-0,953903004;-0,584854729;0;1
5302;-0,468207512;-0,584709453;0;1
997;0,313732441;-0,584609388;0;2
777;-1,912288041;-0,584574798;0;1
5005;0,156596037;-0,584421433;0;2
